country,escs,math,reading,science
Brazil,-0.8,365.4074,369.5982,308.411
Brazil,-0.58,353.1781,320.439,356.5274
Brazil,-0.81,329.1868,383.1791,366.7848
Brazil,-2.4,384.4135,378.2544,341.9806
Brazil,-1.19,336.5867,452.0458,390.47
Brazil,-1.83,456.5431,495.7329,426.837
Brazil,-0.34,278.2443,344.8934,337.3182
Brazil,-2.04,302.3913,329.0072,321.4659
Brazil,-0.25,403.3416,471.983,388.605
Brazil,-0.58,457.3999,541.2469,429.6345
Brazil,-3.05,328.4079,331.3454,337.8777
Brazil,-2.6,385.7377,316.9104,371.6337
Brazil,-0.77,368.0558,362.3682,354.1029
Brazil,-2.19,370.1589,389.727,388.605
Brazil,-3.19,453.5831,461.657,417.4189
Brazil,-1.97,468.7724,439.4476,491.1787
Brazil,-2.13,332.1468,314.3919,294.9832
Brazil,1.09,573.6953,534.0772,493.0436
Brazil,-1.16,308.8565,480.7204,315.8709
Brazil,-1.32,329.6542,366.4986,347.5755
Brazil,-2.63,396.7986,474.4125,438.5863
Brazil,-3.03,312.0502,368.2349,294.9832
Brazil,-0.2,467.5261,516.6232,497.5196
Brazil,-2.22,328.0963,348.2295,339.1831
Brazil,-2.57,370.3926,423.5301,313.7262
Brazil,-1.82,412.3773,449.7423,437.3741
Brazil,-3.55,357.1506,352.0422,312.7937
Brazil,-1.34,318.2038,235.7536,367.1578
Brazil,-2.2,213.5925,238.6147,192.596
Brazil,-3.02,306.3639,324.3208,283.5136
Brazil,-3.4,379.4283,400.0721,389.5375
Brazil,0.67,488.2458,420.201,505.166
Brazil,0.18,531.5548,511.3808,614.8266
Brazil,0.79,426.554,474.5248,428.329
Brazil,-1.34,443.0675,517.2587,399.7949
Brazil,0.01,392.047,506.1384,435.1361
Brazil,0.79,505.3825,510.8208,495.8411
Brazil,-0.46,477.0291,530.0674,459.7538
Brazil,-1.59,389.6323,403.8312,416.5796
Brazil,-2.87,267.0276,314.9858,288.8288
Brazil,-0.94,379.1946,421.9415,418.4446
Brazil,0.89,438.7054,400.1523,446.4192
Brazil,0.22,405.289,511.778,390.7497
Brazil,-2.61,506.7067,520.4441,518.8736
Brazil,-2.1,258.2256,295.6462,344.7781
Brazil,-3.08,412.6889,393.1875,330.7907
Brazil,0.62,431.7729,424.3244,418.3514
Brazil,-1.87,399.447,328.6188,404.4573
Brazil,-2.64,373.2747,390.6894,433.3644
Brazil,-1.35,315.6333,299.2676,286.0313
Brazil,-1.45,290.0841,295.6462,374.8974
Brazil,-1.88,361.0453,339.3332,349.1608
Brazil,-1.12,451.9473,385.8777,410.7982
Brazil,0.52,485.909,492.2156,508.8959
Brazil,0.44,340.7151,428.296,407.5345
Brazil,-2.76,351.1528,363.9568,395.1324
Brazil,-0.25,524.8559,581.2315,487.4487
Brazil,0.31,534.5147,425.173,478.8698
Brazil,-1.36,306.286,327.4186,292.5587
Brazil,-0.95,371.7168,371.8999,351.3055
Brazil,-0.24,409.1058,446.0236,402.4058
Brazil,-2.35,407.2363,499.625,440.8243
Brazil,0.83,403.809,441.4815,445.1138
Brazil,-0.66,378.182,417.1756,406.0425
Brazil,0.06,413.8573,412.1815,387.5793
Brazil,-1.03,441.8212,428.3808,408.0007
Brazil,-2.55,344.6876,360.857,349.1608
Brazil,-1.76,402.8743,357.6024,387.6725
Brazil,0.63,313.4523,316.7748,355.5949
Brazil,-0.51,316.4901,409.3119,366.505
Brazil,0.69,483.8838,462.6102,391.216
Brazil,-0.44,408.0153,414.5873,383.0101
Brazil,1.57,485.1301,637.835,530.3432
Brazil,-0.63,355.8265,378.4998,377.4151
Brazil,-2.94,346.0118,322.0173,385.621
Brazil,-1.6,441.198,444.2593,458.8213
Brazil,0.07,445.2485,490.411,462.831
Brazil,0.01,392.9818,358.4512,369.0228
Brazil,-3.08,308.7007,276.6622,289.1085
Brazil,-1.01,379.5062,402.7186,440.6378
Brazil,-2.32,334.7951,387.7861,287.8963
Brazil,0.42,414.6362,459.2741,335.3599
Brazil,-2.39,472.6671,538.7051,511.6934
Brazil,-3.01,404.4322,486.4395,483.7188
Brazil,0.61,548.7693,489.1682,616.132
Brazil,1.04,396.5649,470.315,430.567
Brazil,-2.86,457.5557,422.6068,394.4797
Brazil,-1.26,427.0213,364.91,435.2294
Brazil,-0.74,527.5043,460.2272,454.6251
Brazil,-0.93,277.1538,359.9853,331.7232
Brazil,0.01,530.62,511.6985,438.0269
Brazil,-2.95,285.3326,259.8921,373.9649
Brazil,0.01,376.702,350.6124,390.097
Brazil,-1.05,316.568,391.0102,376.1097
Brazil,0.31,444.859,390.884,386.74
Brazil,-3.1,346.0118,330.5435,352.238
Brazil,-3.52,298.4967,366.4986,334.5207
Brazil,-1,465.6566,436.0795,403.5248
Brazil,-0.74,414.7141,378.981,402.2193
Brazil,0.75,337.7551,311.2968,368.6498
Brazil,-1.76,311.6607,340.8424,316.8034
Brazil,-0.88,317.269,382.5897,358.1126
Brazil,-2.42,345.7003,367.1341,337.3182
Brazil,1.48,547.7567,457.8924,548.0604
Brazil,-1.24,356.9949,301.2063,383.8493
Brazil,-1.74,367.2768,366.4706,456.6766
Brazil,0.4,551.1061,541.2947,540.6005
Brazil,-0.5,547.9124,603.5208,584.9869
Brazil,-1.98,458.1788,494.3826,456.4901
Brazil,-1.28,356.138,315.1462,340.1156
Brazil,-1.91,358.6306,404.6432,405.0168
Brazil,-1.18,389.866,444.9765,467.5867
Brazil,-2.67,302.3134,320.1904,340.1156
Brazil,0.3,257.2909,312.7403,342.8198
Brazil,-1.98,293.5115,365.5083,342.9131
Brazil,NA,370.6263,323.2882,318.6684
Brazil,-2.76,334.5615,289.4839,372.7527
Brazil,-1.94,302.5471,287.0781,405.6695
Brazil,-1.84,451.3242,479.6084,474.9534
Brazil,-2.77,255.733,292.7719,276.9862
Brazil,0.07,575.0195,573.5329,559.2503
Brazil,-0.88,405.4448,383.3115,362.4953
Brazil,0.95,551.8071,615.4354,570.9996
Brazil,-1,399.9922,466.7138,327.7135
Brazil,0.48,461.4504,481.1488,469.0787
Brazil,-0.83,449.5326,417.8905,431.4994
Brazil,0.41,537.6305,597.5912,518.2208
Brazil,-0.33,296.2377,382.3054,317.0832
Brazil,0.28,441.0422,441.8535,425.9045
Brazil,-0.46,366.1863,423.4507,423.107
Brazil,-0.41,386.0492,392.7109,486.1432
Brazil,-1.85,306.9871,334.3126,252.4618
Brazil,-1.94,500.4752,501.3725,547.7807
Brazil,-1.76,360.9674,453.3962,419.0041
Brazil,-1.8,415.4931,451.958,425.5315
Brazil,-2.37,328.1742,361.6533,396.3446
Brazil,-1.37,372.1841,413.2041,465.069
Brazil,-0.52,310.4144,277.4547,332.6557
Brazil,-1.84,324.669,310.3345,316.8034
Brazil,-2.71,419.3099,466.4228,358.6721
Brazil,-2.01,328.0963,407.3698,369.0228
Brazil,-1.92,526.0243,449.8729,453.7859
Brazil,-1.53,450.4674,419.5585,450.0559
Brazil,-0.34,336.0414,427.5016,373.9649
Brazil,0.21,490.1932,496.4659,531.5554
Brazil,0.92,463.6314,486.2806,456.6766
Brazil,-0.4,220.6029,163.7389,308.2245
Brazil,-1.04,319.9953,294.2956,351.3055
Brazil,-1.68,560.9986,587.158,552.7229
Brazil,-1.41,322.7995,408.1205,346.27
Brazil,-1.83,291.1746,286.1144,291.6263
Brazil,-0.93,513.9508,528.379,502.3685
Brazil,-1.54,318.749,305.6832,278.5714
Brazil,-2.87,278.7116,390.0102,314.9385
Brazil,-0.4,237.9732,177.2116,257.1242
Brazil,-1.72,384.9587,400.1523,417.5121
Brazil,0.63,484.0396,506.0091,491.4584
Brazil,-0.33,392.2028,416.9932,408.1872
Brazil,-0.44,320.3848,357.6818,410.332
Brazil,1.23,390.3334,372.0041,432.4319
Brazil,-0.83,441.899,388.9251,445.3935
Brazil,-1.28,364.0832,336.7987,353.4502
Brazil,1.07,550.0156,588.5292,510.7609
Brazil,-0.71,485.4417,450.6749,493.0436
Brazil,-1.43,404.1206,424.0503,438.0269
Brazil,-1.26,381.2977,384.6089,359.6979
Brazil,-1.12,387.4513,411.3796,368.37
Brazil,0.88,376.4683,367.9284,386.6468
Brazil,-1.12,278.7116,326.3734,296.2887
Brazil,1.03,318.2038,331.1851,310.276
Brazil,-2.15,322.3321,394.1406,314.9385
Brazil,0.37,394.5396,393.3463,411.6374
Brazil,-0.21,296.2377,336.0769,373.9649
Brazil,0.63,619.7305,555.0881,656.7885
Brazil,-1.29,356.917,335.1948,415.6471
Brazil,-1.05,315.867,333.5909,393.2674
Brazil,-0.41,360.8895,328.0575,389.8172
Brazil,-1.38,441.0422,402.7186,396.9974
Brazil,-2.55,399.9922,379.3018,395.1324
Brazil,-0.18,431.8508,527.267,440.4513
Canada,1.03,545.4977,545.3044,558.5975
Canada,-1.26,546.3546,495.6535,513.4651
Canada,0.66,582.2636,544.743,581.63
Canada,-0.44,591.4551,479.9261,507.6837
Canada,0.65,496.3468,543.4709,576.0351
Canada,0.3,456.6989,346.422,421.5218
Canada,1.35,685.7065,558.8011,607.7396
Canada,-0.38,391.5018,362.3807,354.1962
Canada,-0.64,598.855,548.5122,580.138
Canada,2.03,627.7535,559.6592,559.2503
Canada,-0.55,479.3659,505.1057,465.2555
Canada,-0.42,405.99,364.7866,394.8527
Canada,0,458.2567,464.0399,524.4685
Canada,2.51,549.3924,547.9508,557.3853
Canada,-0.69,476.6397,506.0589,448.2842
Canada,-1.33,483.6501,477.8608,444.5543
Canada,0.86,640.6839,673.1818,594.6848
Canada,1.11,492.53,518.8402,445.7665
Canada,1.19,562.868,537.8313,557.4786
Canada,1.18,669.3488,657.5767,681.1264
Canada,0,566.4512,583.1864,576.7811
Canada,1.37,635.9324,654.5155,666.3931
Canada,0.92,592.7014,649.0347,612.4021
Canada,-1.06,466.7472,508.5213,463.0175
Canada,0.23,488.5574,555.3856,537.8031
Canada,0.18,557.1818,652.2914,609.8844
Canada,1.21,685.7065,704.8915,741.7382
Canada,1.07,543.862,525.2558,560.1828
Canada,-0.36,498.6836,430.6262,518.9668
Canada,-1.09,540.7462,511.5425,511.4137
Canada,-0.92,482.6375,396.8644,481.0145
Canada,-0.3,504.1362,485.0783,545.9157
Canada,-0.25,458.9578,351.1535,435.8821
Canada,0.47,392.6702,398.789,407.2548
Canada,-1.18,443.379,446.4857,405.11
Canada,0.13,505.3825,509.2169,554.0283
Canada,1.15,607.7348,549.3141,595.4308
Canada,NA,468.305,473.1293,449.9627
Canada,-0.78,437.0696,404.7049,440.8243
Canada,-0.73,587.9498,507.613,534.4461
Canada,NA,472.2776,421.0029,396.3446
Canada,1.75,545.4977,494.7819,520.7385
Canada,0.57,515.0413,534.0772,563.9127
Canada,0.72,586.8593,613.2114,578.7393
Canada,0.48,469.3955,555.3061,519.2465
Canada,1.15,577.59,625.5232,617.0645
Canada,0.06,511.0687,438.8863,491.1787
Canada,1.08,489.3363,480.7204,509.8284
Canada,0.13,349.2055,274.4875,282.3014
Canada,0.64,570.8911,562.065,556.4528
Canada,1.05,521.5844,454.6044,459.5673
Canada,1.17,448.0527,452.2788,471.5964
Canada,0.72,603.217,661.6643,619.7687
Canada,-0.69,413.0784,432.4707,481.8538
Canada,0.75,470.0966,560.3897,522.8833
Canada,0.16,366.8095,399.2702,455.7441
Canada,1.45,543.3167,502.2399,417.5121
Canada,1.44,498.4499,566.4265,553.6554
Canada,1.69,645.4354,634.7372,691.7568
Canada,-1.2,353.3339,378.175,425.0653
Canada,1.8,497.9047,475.455,518.8736
Canada,0.07,528.439,432.0292,446.6057
Canada,1.4,511.2245,556.9742,551.1376
Canada,1.01,479.9891,535.6811,497.5196
Canada,-0.08,363.1485,341.6103,424.0395
Canada,-0.06,534.4368,538.149,552.7229
Canada,0.76,423.9835,445.8632,470.0112
Canada,0.44,544.6409,583.9807,533.8866
Canada,1.01,447.4295,346.1814,435.4159
Canada,0.04,544.0178,521.8876,529.3174
Canada,1.34,472.745,534.6541,483.7188
Canada,NA,426.4761,464.2782,464.1365
Canada,-1.18,490.2711,498.8307,472.4357
Canada,1.01,538.4094,592.7182,521.0183
Canada,0.66,413.7015,449.3116,384.875
Canada,1.12,654.0037,653.0063,597.5755
Canada,1.13,477.7302,520.4441,507.6837
Canada,0.64,471.966,415.3091,471.5964
Canada,0.43,305.585,291.9129,217.9597
Canada,1.45,445.7158,327.1753,413.5957
Canada,1.76,617.7831,599.2753,651.5666
Canada,0.14,530.62,493.0978,539.3883
Canada,0.84,499.2289,394.4585,366.2253
Canada,1.47,723.0176,647.4461,688.5863
Canada,0.43,551.6513,504.4052,500.5035
Canada,1.11,496.5026,550.4609,533.0474
Canada,-0.59,597.6866,635.1222,627.6016
Canada,1.3,583.6657,587.0055,666.7661
Canada,0.56,575.0195,649.5573,686.8146
Canada,1.18,526.7253,376.8959,418.2581
Canada,0.01,527.4264,429.2629,475.3264
Canada,0.44,539.2662,601.4556,485.304
Canada,0.59,564.9712,575.7783,575.3823
Canada,-0.48,557.1818,601.4556,589.3696
Canada,-0.5,491.9847,459.4161,533.2339
Canada,NA,358.3969,281.705,341.0481
Canada,-1.25,504.9151,437.0418,525.4942
Canada,-0.66,423.9056,432.1499,461.0593
Canada,1.57,444.3916,553.2409,531.2756
Canada,-0.8,462.6188,493.0978,497.7061
Canada,NA,552.5861,492.2156,559.157
Canada,-0.29,482.4817,485.8001,399.7016
Canada,1.44,556.4029,550.918,529.1309
Canada,-0.22,559.7523,515.5906,508.0567
Canada,0.19,510.6013,515.9084,536.8706
Canada,1.33,488.3237,471.4453,496.7736
Canada,0.8,592.8571,482.9933,549.9254
Canada,0.54,445.9495,305.7634,399.7949
Canada,-1.38,533.1126,543.5401,526.52
Canada,0.55,543.862,635.6109,653.2451
Canada,0.14,312.7512,276.8934,244.0694
Canada,2.09,499.151,474.3659,492.4841
Canada,0.07,581.952,604.8889,575.1026
Canada,-0.63,456.6989,500.8165,513.5584
Canada,-0.82,432.5518,488.6069,510.7609
Canada,0.45,469.084,444.2593,500.5035
Canada,-0.04,344.7655,221.2384,326.2216
Canada,-0.08,564.0365,533.3832,561.1153
Canada,0.41,586.9372,603.2825,562.0477
Canada,0.27,619.7305,503.5231,607.8329
Canada,0.23,495.8015,453.3213,496.7736
Canada,-0.32,395.9417,473.8099,443.6218
Canada,-0.13,428.6571,466.4228,437.3741
Canada,-1.05,390.1776,372.6148,371.8202
Canada,1.8,587.2488,665.7153,645.9717
Canada,0.96,416.6615,412.1013,493.9761
Canada,0.67,557.026,592.0578,645.0392
Canada,-0.35,431.1497,294.5362,386.74
Canada,0.24,488.5574,511.6191,476.9116
Canada,1.53,646.7596,632.7164,642.8944
Canada,-1.8,564.8933,532.4733,633.6628
Canada,1.84,470.7197,577.6263,525.028
Canada,1.48,676.515,703.3656,641.3092
Canada,0.45,518.6244,579.2149,552.1634
Canada,-2.02,283.0737,266.0671,326.0351
Canada,0.7,580.0047,544.1858,560.276
Canada,-1.2,635.5429,585.3215,593.7523
Canada,-0.34,391.2681,406.0553,356.6207
Canada,0.6,424.0614,455.0642,437.2809
Canada,NA,330.9005,297.2348,286.4043
Canada,-0.16,488.6353,525.9961,476.9116
Canada,0.33,568.0869,634.2606,612.4021
Canada,2.02,505.2267,490.6919,527.6389
Canada,1.54,586.6256,537.5255,567.6427
Canada,1.58,484.7406,478.3375,483.066
Canada,0.48,705.1799,697.5671,672.7341
Canada,1.31,487.2332,584.219,562.9802
Canada,0.14,395.8638,618.1361,545.0765
Canada,0.15,353.5675,380.0235,327.9933
Canada,0.79,458.1788,444.897,507.6837
Canada,0.45,662.4163,652.5245,704.9049
Canada,-0.69,478.587,408.0114,516.2626
Canada,1.26,637.4124,635.0549,602.1447
Canada,0.99,557.6492,549.2339,557.3853
Canada,-0.23,430.2929,354.2811,423.9463
Canada,-0.66,534.5926,556.5316,546.4752
Canada,0.65,444.158,498.9896,463.204
Canada,1.23,695.9106,638.5498,652.6856
Canada,0.04,483.2606,585.4105,507.8702
Canada,0.9,669.8162,624.4111,693.5285
Canada,-0.26,453.5052,519.6416,480.9213
Canada,1.04,596.2845,433.2727,455.7441
Canada,-0.22,415.6489,428.2165,381.2383
Canada,0.41,527.5822,587.158,524.0955
Canada,-0.41,638.8145,650.9411,719.6382
Canada,1.72,492.7637,584.6956,540.6938
Canada,1.27,633.5956,637.3677,649.6084
Canada,1.03,488.7911,511.8633,513.5584
Canada,0.71,466.5135,477.4638,481.8538
Canada,-0.48,353.8791,463.2456,473.7411
Canada,-0.15,434.577,444.9811,449.2167
Canada,0.14,516.2876,577.3822,582.9355
Canada,0.68,512.6266,463.7466,486.5162
Canada,-0.74,442.1327,485.8803,487.542
Canada,-0.27,449.6884,445.8632,433.6442
Canada,-0.05,529.9969,536.8782,534.2596
Canada,0.85,420.5562,473.4922,471.5964
Canada,1.87,577.9015,625.2054,603.0772
Canada,0.12,577.6679,695.1047,614.3603
Canada,0.7,593.7919,680.0923,589.7426
Canada,0.33,628.0651,650.1468,679.5412
Canada,1.21,548.6135,571.2718,517.9411
Canada,-0.01,552.8976,469.1196,516.7288
Canada,-0.82,468.3829,533.3832,509.8284
Canada,0.9,593.8698,718.0603,637.486
Canada,0.88,350.9191,339.5715,305.6136
Canada,0.41,527.5822,647.5256,541.2533
Canada,0.8,530.8537,570.7158,550.8579
Canada,0.87,533.0347,573.6547,589.3696
Canada,0.48,519.8707,464.5959,476.4454
Canada,1.46,604.3075,639.5825,648.2096
Canada,2.43,641.4628,616.7858,680.4737
Canada,0.68,507.3298,671.3549,578.1798
Canada,-0.63,485.5974,520.1976,494.1626
Canada,0.57,494.0879,467.7563,429.6345
Canada,1.27,602.9833,615.9914,545.263
Canada,1.27,442.7559,506.7738,397.8366
Canada,-0.21,516.1318,531.5911,504.3267
Canada,-0.78,501.7215,538.9434,503.301
Canada,1.21,480.768,531.5563,438.7728
Canada,0.04,565.7501,641.4094,575.1026
Canada,0.16,483.1827,479.1318,428.4222
Canada,-0.82,499.4625,521.246,490.0597
Canada,-0.27,551.6513,634.8166,580.511
Canada,-0.68,372.262,412.9033,369.9552
Canada,0.72,664.9089,621.409,643.2674
Switzerland,1.21,454.3621,409.2325,434.5767
Switzerland,-0.8,492.6858,458.718,521.9508
Switzerland,0.1,569.3332,529.8882,548.9929
Switzerland,1.28,620.9768,610.9873,611.2831
Switzerland,1.47,561.466,545.0595,584.8004
Switzerland,0.04,664.052,555.1683,562.9802
Switzerland,1.74,587.7162,531.0003,526.6132
Switzerland,-0.14,393.9944,451.331,362.8683
Switzerland,-1.7,408.8721,366.3904,404.4573
Switzerland,-0.65,399.447,393.7368,379.6531
Switzerland,-0.86,635.8545,576.832,603.73
Switzerland,1.31,404.9774,434.571,346.643
Switzerland,-0.29,578.9142,555.3856,538.7355
Switzerland,1.46,540.8241,523.6132,468.5192
Switzerland,0.09,491.9068,409.2143,446.4192
Switzerland,1.37,658.5995,547.9508,585.3599
Switzerland,-0.5,637.4903,625.8409,629.3734
Switzerland,-0.26,473.2902,509.1367,463.2973
Switzerland,1.41,657.0416,580.8306,578.8325
Switzerland,1.09,477.6523,503.6033,541.533
Switzerland,0.7,659.0668,578.6589,581.63
Switzerland,0.39,579.2257,444.1791,522.9765
Switzerland,1.48,677.0603,627.9047,629.0004
Switzerland,-0.71,393.7607,361.0179,353.1705
Switzerland,1.91,552.4303,538.0067,551.5106
Switzerland,0.22,600.0234,543.7005,520.7385
Switzerland,1.43,520.2602,561.6606,522.8833
Switzerland,-0.61,412.2215,396.0624,342.6333
Switzerland,1.04,502.812,503.1994,459.4741
Switzerland,-0.81,462.6188,442.5141,453.8791
Switzerland,0.85,320.7743,305.5228,324.6363
Switzerland,0.73,487.9343,555.9416,454.0656
Switzerland,1.38,445.7158,382.4293,497.4263
Switzerland,-1.19,498.8394,497.2421,502.2753
Switzerland,-1.02,571.2806,579.5475,545.4495
Switzerland,-0.76,452.1031,485.248,498.8251
Switzerland,0.59,351.9318,373.4886,374.0582
Switzerland,-1.05,617.0821,572.0661,577.9
Switzerland,1.18,346.8687,290.2859,289.1085
Switzerland,-0.2,423.2045,401.5277,381.1451
Switzerland,1.03,560.1418,546.0922,530.3432
Switzerland,-0.54,454.4399,451.2362,480.1753
Switzerland,0.8,466.8251,433.0321,540.3208
Switzerland,0.7,538.8768,503.6033,502.7415
Switzerland,-1.36,440.3412,378.4998,413.1294
Switzerland,0.84,400.6154,373.1268,371.8202
Switzerland,-0.2,601.5033,553.7175,540.3208
Switzerland,0.47,633.5177,579.2149,564.5655
Switzerland,1.44,465.1893,451.4768,453.8791
Switzerland,0.8,535.761,479.5449,512.0664
Switzerland,1.16,527.5043,440.9713,462.9243
Switzerland,-0.27,554.0661,601.6939,592.8198
Switzerland,0.47,360.0327,408.4382,374.6177
Switzerland,1.18,621.0547,607.0157,602.7975
Switzerland,0.74,569.6448,448.269,530.9959
Switzerland,1.54,612.72,578.104,614.3603
Switzerland,-0.81,543.0051,518.2913,516.3558
Switzerland,0.03,423.2824,367.8339,439.1458
Switzerland,-1.12,593.4024,531.5563,558.6908
Switzerland,-0.35,589.8972,535.7661,502.3685
Switzerland,-0.82,353.3339,354.3457,301.9769
Switzerland,-1.9,324.9805,299.1073,283.9799
Switzerland,0.29,350.7634,360.2957,378.3476
Switzerland,0.44,370.9378,378.2544,386.5535
Switzerland,1.61,571.2027,578.6589,567.6427
Switzerland,0.27,558.5839,488.1075,550.8579
Switzerland,0.97,430.215,522.2628,457.6091
Switzerland,0.52,513.9508,481.5147,475.6994
Switzerland,-0.29,517.3781,483.0239,457.3294
Switzerland,1.46,661.6373,646.991,645.8784
Switzerland,0.35,554.845,582.6304,555.5203
Switzerland,-0.66,600.0234,533.2752,541.8128
Switzerland,-0.41,602.5939,553.7175,551.8836
Switzerland,-0.18,297.9514,329.2455,277.6389
Switzerland,-0.09,544.9525,624.4111,459.5673
Switzerland,0.42,648.9406,544.743,590.9549
Switzerland,1.44,610.9285,562.9472,605.2219
Switzerland,-0.92,448.9095,378.7404,389.5375
Switzerland,-0.81,510.3677,445.7708,464.8825
Switzerland,-0.66,551.885,523.8515,575.1026
Switzerland,-0.87,546.1988,569.2826,540.3208
Switzerland,-0.39,603.9959,618.6921,547.3144
Switzerland,1.06,684.8497,589.4114,620.608
Switzerland,1.42,600.1013,605.9831,536.1246
Switzerland,-1.38,543.862,499.5935,544.3305
Switzerland,-0.53,589.1961,659.9962,579.9515
Switzerland,1.38,650.3427,612.5876,617.0645
Switzerland,0.76,490.8942,417.0962,417.2324
Switzerland,-0.41,337.5993,343.1459,286.8706
Switzerland,0.08,459.8146,477.941,483.9985
Switzerland,1.23,588.7288,517.2587,527.9187
Switzerland,-0.12,539.9673,451.4768,497.7061
Switzerland,0.67,632.8945,631.0833,645.9717
Switzerland,-0.96,466.0461,460.2982,439.6121
Switzerland,1.28,384.6471,411.6154,358.2059
Switzerland,1.06,577.4342,529.1733,504.8862
Switzerland,0.48,576.5773,547.4425,577.9
Switzerland,0.8,456.9325,509.9386,419.4703
Switzerland,-1.12,355.437,339.3332,335.7329
Switzerland,0.81,507.0182,444.1791,492.1112
Switzerland,0.92,642.4755,587.158,596.9228
Switzerland,1.6,577.5121,556.021,618.8363
Switzerland,0.36,549.3924,517.2363,543.1182
Switzerland,-0.19,571.67,557.6891,590.0224
Switzerland,-0.93,547.2893,508.4419,544.4237
Switzerland,-1.15,414.2468,313.5423,348.881
Chile,-0.84,449.0653,472.7773,521.0183
Chile,1.44,463.0862,485.4863,483.439
Chile,-0.94,461.2946,492.5364,514.3044
Chile,0.63,475.0039,413.625,467.8665
Chile,1.01,466.9808,460.2982,542.1858
Chile,0.48,581.251,561.5037,582.376
Chile,0.3,498.372,538.8888,535.0056
Chile,-0.05,368.7568,410.8211,398.2096
Chile,-0.91,362.6032,392.552,446.1395
Chile,-1.54,424.8403,435.4379,383.2898
Chile,0.62,473.1344,447.1463,503.8605
Chile,-1.3,335.8078,329.501,375.5502
Chile,1.24,522.9086,503.6033,570.3469
Chile,0.62,559.1291,613.2114,645.0392
Chile,1.07,515.976,489.4578,457.8888
Chile,-2.38,392.1249,344.0991,363.7076
